ID,Title,Definition
1333941851,Scrofuloderma,"Scrofuloderma begins as a firm, subcutaneous ""cold abscess"" arising from an underlying tuberculous focus, usually in lymph nodes, especially those of the neck, or bones. The tuberculous abscess becomes fluctuant and breaks down to form irregular ulcers and sinus tracts which heal with scarring."
1707607718,Periorificial tuberculosis,Orificial or periorificial tuberculosis results from autoinoculation of M. tuberculosis in individuals with impaired immunity and advanced internal tuberculosis (especially pulmonary or intestinal). It presents as one or more undermined ulcers within or around a natural body orifice.
1327388107,Tuberculosis of male urethra or penis,"A form of periorificial tuberculosis affecting the urethra and glans penis which is usually secondary to tuberculosis of internal genitourinary organs such as kidney and bladder. Patients present with a superficial tuberculous ulcer on the penis. Tuberculous urethritis may result in chronic urethral stricture. Infection may be transmitted to female partners, producing tuberculous ulceration of the vagina or vulva."
1312360131,Tuberculous ulceration of vulva,Tuberculosis of the vulva presents with ulceration and is usually secondary to tuberculosis of internal genitourinary organs. Rarely the infection may be primary as the result of sexual transmission from a man with periorificial penile tuberculosis.
1570548505,Tuberculosis of anal canal,Periorificial tuberculosis involving the anus and anal canal. It is usually secondary to tuberculosis of the digestive tract.
1819488673,Metastatic tuberculous abscess,A metastatic tuberculous abscess (tuberculous gumma) is a tuberculous ulcer arising in the skin as a result of haematogenous spread of M. tuberculosis from an internal focus of infection. They can be multiple.
2106294878,Acute miliary cutaneous tuberculosis,"Acute miliary cutaneous tuberculosis is a disseminated form of tuberculosis due to haematogenous spread. It may be a component of generalised miliary tuberculosis but the underlying disease may not be manifest. Profuse crops of minute bluish papules, nodules, vesicles or pustules develop; some may become necrotic to form small ulcers. Young children or immunosuppressed patients are at particular risk."
1553604014,"Tuberculosis of adenoids, with bacteriological and histological confirmation",No definition available
861638547,Miliary tuberculosis,No definition available
1056849595,Acute miliary tuberculosis of a single specified site,"A disease caused by an infection with the bacteria Mycobacterium tuberculosis that is disseminated through the body, and affecting a specific body site. This disease is characterised by numerous small lesions of 1-5 millimetre(s) in any organ, and fever. Transmission is commonly by inhalation of infected respiratory secretions. Confirmation is by radiography, CT, ultrasonography, and identification of Mycobacterium tuberculosis, depending on the site affected."
2106294878,Acute miliary cutaneous tuberculosis,"Acute miliary cutaneous tuberculosis is a disseminated form of tuberculosis due to haematogenous spread. It may be a component of generalised miliary tuberculosis but the underlying disease may not be manifest. Profuse crops of minute bluish papules, nodules, vesicles or pustules develop; some may become necrotic to form small ulcers. Young children or immunosuppressed patients are at particular risk."
335027754,Acute miliary lung tuberculosis,No definition available
1538650927,Acute miliary tuberculosis of multiple sites,"A disease caused by an infection with the bacteria Mycobacterium tuberculosis that is disseminated through the body, and affecting multiple body sites. This disease is characterised by numerous small lesions of 1-5 millimetre(s) in more than one organ, and fever. Transmission is commonly by inhalation of infected respiratory secretions. Confirmation is by radiography, advanced imaging, ultrasonography, and identification of Mycobacterium tuberculosis, depending on the sites affected."
1690351031,"Acute miliary tuberculosis, unspecified site",No definition available
1755009947,Chronic miliary lung tuberculosis,No definition available
913646589,Chronic tuberculous polyserositis,No definition available
1767017038,Chronic multiple tuberculosis,No definition available
576751653,Congenital tuberculosis,"A disease affecting infants, caused by an infection with the bacteria Mycobacterium tuberculosis in utero. Transmission is by vertical transmission."
454434138,Latent tuberculosis,No definition available
1240824451,"Tuberculosis complicating pregnancy, childbirth or the puerperium",No definition available
340229833,Tuberculous placenta,No definition available
215309692,HIV disease clinical stage 1 associated with tuberculosis,No definition available
1353189551,Human immunodeficiency virus disease associated with generalised lymphadenopathy,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in (persistent) generalised lymphadenopathy."
904119611,Acute human immunodeficiency virus infection syndrome,"This syndrome is the initial manifestation of human immunodeficiency virus (HIV) infection. One half to two thirds of patients present with an acute ""mononucleosis-type"" illness (fever, swollen lymph nodes, sore throat, rash, headache, malaise, arthralgia, or myalgia) often with a truncal exanthem. Symptoms generally resolve within 10-15 days. Transmission is by sexual contact, direct contact, iatrogenic transmission, or vertical transmission. Confirmation is by identification of human immunodeficiency virus in a blood sample."
1386132895,HIV disease clinical stage 2 associated with tuberculosis,No definition available
647697202,HIV-associated immune reconstitution inflammatory syndrome,"Immune reconstitution inflammatory syndrome (IRIS) results from pathological immune responses occurring during immune reconstitution and is strongly associated with antiretroviral therapy for HIV infection and AIDS. There is a wide range of clinical manifestations, incorporating disease resulting from a pathological inflammatory reaction to pathogens such as tuberculosis and cryptococcosis, immune-mediated inflammatory disease and autoimmune disease. Clinical effects range from a mild, self-limiting illness to severe morbidity and mortality."
783317143,Herpes resulting from human immunodeficiency virus disease,No definition available
1449946108,Human immunodeficiency virus disease associated with mycosis classified elsewhere,No definition available
865305628,HIV disease clinical stage 3 associated with tuberculosis,No definition available
604330064,Human immunodeficiency virus disease associated with haematological or immunological abnormalities,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in immunological abnormalities, not elsewhere classified."
1280360496,Human immunodeficiency virus disease associated with lymphoid interstitial pneumonitis,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in a syndrome secondary to autoimmune and other lymphoproliferative disorders."
386699845,Human immunodeficiency virus disease enteritis,"This is an inflammation of small intestine associated with infection with human immunodeficiency virus (HIV). In diarrhoea, a major complication of human immunodeficiency virus (HIV) disease, the etiology of which is often obscure."
49124354,Gastritis due to human immunodeficiency virus disease,This condition is the inflammation of the stomach due to HIV disease.
823589549,Myelitis due to Human immunodeficiency virus,"An inflammatory disorder of the spinal cord due to infection by the HIV virus. The symptoms and signs may be acute or subacute in onset, and include paraparesis or paraplegia, sensory loss appropriate with the level of the spinal cord affected, and loss of sphincter control. Diagnosis may be confirmed by neuroimaging, spinal fluid analysis, serological tests, and PCR assay."
952822001,Meningitis due to human immunodeficiency virus,No definition available
858236526,HIV disease resulting in candidosis classified elsewhere,No definition available
629340272,HIV disease resulting in cytomegaloviral disease,No definition available
1280139157,HIV disease clinical stage 4 associated with tuberculosis,No definition available
1428886850,Herpes simplex virus associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1799603606,Pneumonia due to pneumocystis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
270567461,Candidosis of gastrointestinal tract associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1697758248,Cytomegaloviral disease associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1039607728,Toxoplasmosis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
602437594,Disseminated cryptococcosis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1986739179,Progressive leukoencephalopathy associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1989067643,Cryptosporidiosis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
915944206,Cystoisosporiasis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1715463291,Neoplasms of haematopoietic or lymphoid tissues associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1117714665,Leishmaniasis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
802739943,Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1305960464,HIV - [human immunodeficiency virus] disease associated with Burkitt lymphoma,Burkitt lymphoma attributable to co-infection with Epstein-Barr virus and Human immunodeficiency virus
964309231,Human immunodeficiency virus disease associated with other types of non-Hodgkin lymphoma,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in other types of a diverse group of blood cancers that include any kind of lymphoma except Hodgkin's lymphomas."
1546780027,"Human immunodeficiency virus disease associated with other malignant neoplasms of lymphoid, haematopoietic or related tissue","This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue."
1534213650,Human immunodeficiency virus disease associated with multiple malignant neoplasms,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in multiple malignant neoplasms."
689638842,Human immunodeficiency virus disease associated with encephalopathy,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in a disorder or disease of the brain."
1173624218,Dementia due to human immunodeficiency virus,"Dementia due to human immunodeficiency virus develops during the course of confirmed HIV disease, in the absence of a concurrent illness or condition other than HIV infection that could explain the clinical features. Although a variety of patterns of cognitive deficit are possible depending on where the HIV pathogenic processes have occurred, typically deficits follow a subcortical pattern with impairments in executive function, processing speed, attention, and learning new information. The course of Dementia due to human immunodeficiency virus varies including resolution of symptoms, gradual decline in functioning, improvement, or fluctuation in symptoms. Rapid decline in cognitive functioning is rare with the advent of antiretroviral medications."
56234469,Encephalitis due to human immunodeficiency virus Type 1,"An inflammatory process of the brain, frequently with evidence of meningeal involvement, due to infection by a human immunodeficiency type 1 virus. The clinical manifestations are usually subacute, with fever and variable combinations of convulsions, impaired mental state, and focal deficits. Progressive dementia may occur. The spinal fluid may show a cellular reaction and elevated protein. Diagnosis is by neuroimaging, spinal fluid analysis and culture, PCR, and serologic tests."
720120180,Encephalitis due to human immunodeficiency virus Type 2,"An inflammatory process of the brain, frequently with evidence of meningeal involvement, due to infection by a human immunodeficiency type 2 virus. The clinical manifestations are usually subacute, with fever and variable combinations of convulsions, impaired mental state, and focal deficits. The spinal fluid may show a cellular reaction and elevated protein. Diagnosis is by neuroimaging, spinal fluid analysis and culture, PCR, and serologic tests."
956141777,Human immunodeficiency virus disease associated with wasting syndrome,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in loss of weight, muscle atrophy, fatigue, weakness, and significant loss of appetite in someone who is not actively trying to lose weight."
1089484939,Oesophagitis associated with human immunodeficiency virus disease,"This is an inflammation of the oesophagus associated with HIV disease. It may include several etiologies (e.g. infection, neoplasm, toxic)."
935491102,HIV or AIDS vacuolar myelopathy,"An inflammatory and degenerative disorder of the spinal cord due to infection by the HIV virus. The posterior and lateral columns are predominantly affected and show vacuolar degeneration. The symptoms and signs are usually subacute of chronic in onset, and include spastic paraparesis or paraplegia, posterior column sensory loss, and loss of sphincter control. Diagnosis may be confirmed by neuroimaging, spinal fluid analysis, serological tests, and PCR assay."
997733385,HIV retinitis,No definition available
236924369,Human immunodeficiency virus disease associated with tuberculosis,No definition available
215309692,HIV disease clinical stage 1 associated with tuberculosis,No definition available
1353189551,Human immunodeficiency virus disease associated with generalised lymphadenopathy,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in (persistent) generalised lymphadenopathy."
904119611,Acute human immunodeficiency virus infection syndrome,"This syndrome is the initial manifestation of human immunodeficiency virus (HIV) infection. One half to two thirds of patients present with an acute ""mononucleosis-type"" illness (fever, swollen lymph nodes, sore throat, rash, headache, malaise, arthralgia, or myalgia) often with a truncal exanthem. Symptoms generally resolve within 10-15 days. Transmission is by sexual contact, direct contact, iatrogenic transmission, or vertical transmission. Confirmation is by identification of human immunodeficiency virus in a blood sample."
1386132895,HIV disease clinical stage 2 associated with tuberculosis,No definition available
647697202,HIV-associated immune reconstitution inflammatory syndrome,"Immune reconstitution inflammatory syndrome (IRIS) results from pathological immune responses occurring during immune reconstitution and is strongly associated with antiretroviral therapy for HIV infection and AIDS. There is a wide range of clinical manifestations, incorporating disease resulting from a pathological inflammatory reaction to pathogens such as tuberculosis and cryptococcosis, immune-mediated inflammatory disease and autoimmune disease. Clinical effects range from a mild, self-limiting illness to severe morbidity and mortality."
783317143,Herpes resulting from human immunodeficiency virus disease,No definition available
1449946108,Human immunodeficiency virus disease associated with mycosis classified elsewhere,No definition available
865305628,HIV disease clinical stage 3 associated with tuberculosis,No definition available
604330064,Human immunodeficiency virus disease associated with haematological or immunological abnormalities,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in immunological abnormalities, not elsewhere classified."
1280360496,Human immunodeficiency virus disease associated with lymphoid interstitial pneumonitis,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in a syndrome secondary to autoimmune and other lymphoproliferative disorders."
386699845,Human immunodeficiency virus disease enteritis,"This is an inflammation of small intestine associated with infection with human immunodeficiency virus (HIV). In diarrhoea, a major complication of human immunodeficiency virus (HIV) disease, the etiology of which is often obscure."
49124354,Gastritis due to human immunodeficiency virus disease,This condition is the inflammation of the stomach due to HIV disease.
823589549,Myelitis due to Human immunodeficiency virus,"An inflammatory disorder of the spinal cord due to infection by the HIV virus. The symptoms and signs may be acute or subacute in onset, and include paraparesis or paraplegia, sensory loss appropriate with the level of the spinal cord affected, and loss of sphincter control. Diagnosis may be confirmed by neuroimaging, spinal fluid analysis, serological tests, and PCR assay."
952822001,Meningitis due to human immunodeficiency virus,No definition available
858236526,HIV disease resulting in candidosis classified elsewhere,No definition available
629340272,HIV disease resulting in cytomegaloviral disease,No definition available
1280139157,HIV disease clinical stage 4 associated with tuberculosis,No definition available
1428886850,Herpes simplex virus associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1799603606,Pneumonia due to pneumocystis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
270567461,Candidosis of gastrointestinal tract associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1697758248,Cytomegaloviral disease associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1039607728,Toxoplasmosis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
602437594,Disseminated cryptococcosis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1986739179,Progressive leukoencephalopathy associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1989067643,Cryptosporidiosis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
915944206,Cystoisosporiasis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1715463291,Neoplasms of haematopoietic or lymphoid tissues associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1117714665,Leishmaniasis associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
802739943,Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,No definition available
1305960464,HIV - [human immunodeficiency virus] disease associated with Burkitt lymphoma,Burkitt lymphoma attributable to co-infection with Epstein-Barr virus and Human immunodeficiency virus
964309231,Human immunodeficiency virus disease associated with other types of non-Hodgkin lymphoma,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in other types of a diverse group of blood cancers that include any kind of lymphoma except Hodgkin's lymphomas."
1546780027,"Human immunodeficiency virus disease associated with other malignant neoplasms of lymphoid, haematopoietic or related tissue","This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue."
1534213650,Human immunodeficiency virus disease associated with multiple malignant neoplasms,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in multiple malignant neoplasms."
689638842,Human immunodeficiency virus disease associated with encephalopathy,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in a disorder or disease of the brain."
1173624218,Dementia due to human immunodeficiency virus,"Dementia due to human immunodeficiency virus develops during the course of confirmed HIV disease, in the absence of a concurrent illness or condition other than HIV infection that could explain the clinical features. Although a variety of patterns of cognitive deficit are possible depending on where the HIV pathogenic processes have occurred, typically deficits follow a subcortical pattern with impairments in executive function, processing speed, attention, and learning new information. The course of Dementia due to human immunodeficiency virus varies including resolution of symptoms, gradual decline in functioning, improvement, or fluctuation in symptoms. Rapid decline in cognitive functioning is rare with the advent of antiretroviral medications."
56234469,Encephalitis due to human immunodeficiency virus Type 1,"An inflammatory process of the brain, frequently with evidence of meningeal involvement, due to infection by a human immunodeficiency type 1 virus. The clinical manifestations are usually subacute, with fever and variable combinations of convulsions, impaired mental state, and focal deficits. Progressive dementia may occur. The spinal fluid may show a cellular reaction and elevated protein. Diagnosis is by neuroimaging, spinal fluid analysis and culture, PCR, and serologic tests."
720120180,Encephalitis due to human immunodeficiency virus Type 2,"An inflammatory process of the brain, frequently with evidence of meningeal involvement, due to infection by a human immunodeficiency type 2 virus. The clinical manifestations are usually subacute, with fever and variable combinations of convulsions, impaired mental state, and focal deficits. The spinal fluid may show a cellular reaction and elevated protein. Diagnosis is by neuroimaging, spinal fluid analysis and culture, PCR, and serologic tests."
956141777,Human immunodeficiency virus disease associated with wasting syndrome,"This is a lentivirus (slowly replicating retrovirus) that causes acquired immunodeficiency syndrome (AIDS), a condition in humans in which progressive failure of the immune system allows life-threatening opportunistic infections and cancers to thrive. This is a disease resulting in loss of weight, muscle atrophy, fatigue, weakness, and significant loss of appetite in someone who is not actively trying to lose weight."
1089484939,Oesophagitis associated with human immunodeficiency virus disease,"This is an inflammation of the oesophagus associated with HIV disease. It may include several etiologies (e.g. infection, neoplasm, toxic)."
935491102,HIV or AIDS vacuolar myelopathy,"An inflammatory and degenerative disorder of the spinal cord due to infection by the HIV virus. The posterior and lateral columns are predominantly affected and show vacuolar degeneration. The symptoms and signs are usually subacute of chronic in onset, and include spastic paraparesis or paraplegia, posterior column sensory loss, and loss of sphincter control. Diagnosis may be confirmed by neuroimaging, spinal fluid analysis, serological tests, and PCR assay."
997733385,HIV retinitis,No definition available
1113397856,"Human immunodeficiency disease complicating pregnancy, childbirth or the puerperium",No definition available
1202598073,Disorders of kidney or ureter in tuberculosis,No definition available
200718952,Tuberculosis of orbit,"This is a common, and in many cases lethal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis. This diagnosis is of the cavity or socket of the skull in which the eye and its appendages are situated."
149072669,Leprosy,"A disease caused by an infection with Mycobacterium leprae. This disease commonly presents with a long asymptomatic period followed by granulomatous lesions of the skin, respiratory tract, and peripheral nerves. Transmission is commonly by droplet transmission. Confirmation is by identification of Mycobacterium leprae with skin biopsy."
1800264981,Paucibacillary leprosy,No definition available
2010059430,Indeterminate leprosy,"The early stages of leprosy following contact with M. leprae may have few signs and symptoms other than subtle slightly hypopigmented or erythematous macules on the skin. At this stage it is often not possible to know whether it will progress towards tuberculoid or lepromatous leprosy and it is therefore known as indeterminate leprosy. Nerve damage, either sensory or motor, can occur in this stage and may be the presenting sign [Dermatology TAG]."
1347079902,Indeterminate macular leprosy,No definition available
1260648884,Indeterminate neuritic leprosy,No definition available
310697776,Tuberculoid leprosy,"A polar form of leprosy in which cell-mediated immunity is high, bacillary load is low and skin lesions are few. Peripheral nerve involvement is pronounced and may cause severe functional impairment."
1713999823,Borderline tuberculoid leprosy,Borderline tuberculoid (BT) leprosy is similar to polar (TT) tuberculoid leprosy but lesions are smaller and more numerous and nerves are less enlarged. Nerve damage is common [Dermatology TAG].
1123804548,Multibacillary leprosy,No definition available
56771163,Borderline leprosy,Borderline leprosy is seen in patients with levels of cell-mediated immune response to Mycobacterium leprae intermediate between those found in tuberculoid and lepromatous leprosy. This designation may be used for those cases which have not been further categorized as borderline tuberculoid or borderline lepromatous and for those categorized as mid-borderline (BB) leprosy. Lesions typically consist of annular plaques with an erythematous infiltrated rim and an almost normal looking centre. Borderline leprosy is inherently unstable and may transform towards either polar end depending on the individual's immune response to infection [Dermatology TAG].
1888276943,Borderline lepromatous leprosy,"Borderline lepromatous (BL) leprosy is similar to lepromatous leprosy but the presence of some cell-mediated immune response to infection prevents the unfettered proliferation of bacilli in the skin. It is characterised by large numbers of poorly-defined macules, papules and plaques with a tendency to be distributed symmetrically. Neuropathy tends to be of a diffuse ""glove and stocking"" type. Initiation of treatment, however, may be accompanied by recovery of cell-mediated immunity and a risk of severe nerve damage (upgrading reaction/Type I reaction) [Dermatology TAG]."
365370459,Lepromatous leprosy,"Lepromatous leprosy occurs in individuals with a poor or absent cell-mediated immune response to infection with Mycobacterium leprae. This allows the bacillae to multiply unhindered in skin and nerves (multibacillary leprosy). It is characterised by multiple poorly defined erythematous macules, papules, nodules and plaques which are distributed widely but usually symmetrically over the body. The face and limbs are sites of predilection. A symmetrical peripheral neuropathy of the hands and feet is commonly present [Dermatology TAG]."
1487561185,Lucio type diffuse lepromatous leprosy,"Diffuse lepromatous leprosy (Lucio-Latapi leprosy) is a special form of lepromatous leprosy found only in Central America, where it is the predominant type. It is distinguished by widespread, diffuse infiltration of the skin by leprosy bacilli without formation of nodules or plaques. This may produce a full ""baby-face"" appearance and loss of eyebrows. Patients are predisposed to a fulminant type II leprosy reaction which can result in widespread cutaneous infarction (Lucio phenomenon) [Dermatology TAG]."
1295356165,Leprosy reactions,No definition available
1185467033,Type I leprosy reaction,"This phenomenon, also named “upgrading reaction,” occurs in borderline leprosy states and is associated with an increase in cell-mediated immunity. It occurs typically within the first 6 months of treatment in previously untreated patients but may be related to stress, intercurrent infections, or pregnancy. Clinical features include inflammatory swelling, erythema and occasionally ulceration of existing lesions, constitutional symptoms and neuritis. If the neuritis is not treated promptly permanent motor nerve damage may ensue."
1886317801,Type II leprosy reaction,"This phenomenon, also named downgrading reaction, occurs in borderline leprosy states and is associated with a decrease in cell-mediated immunity with a shift towards the lepromatous end of the clinical spectrum."
1678551661,Erythema nodosum leprosum,"Erythema nodosum leprosum is a necrotizing vasculitis involving small to medium-sized vessels of the deep dermis and subcutis. It is provoked by an immune complex-mediated response to release of mycobacterial antigens from effete bacilli in patients with multibacillary leprosy (lepromatous and borderline lepromatous), usually after initiation of treatment."
2085564053,Lucio phenomenon,A type II leprosy reaction occurring exclusively in patients with Lucio type diffuse lepromatous leprosy and manifesting as numerous areas of cutaneous infarction. Histologically there is an intense necrotizing vasculitis of small capillary vessels and medium to large arteries in the dermis and subcutis.
1324017222,Complications of leprosy,No definition available
147972787,Arthritis due to leprosy,No definition available
1761869023,Polyneuropathy due to leprosy,No definition available
1724341161,Involvement of eyelid in leprosy,No definition available
471032572,Neuropathic skin ulceration due to leprosy,No definition available
584102470,Xerosis cutis due to leprosy,"Residual severe and diffuse skin xerosis in patients with diffuse leprosy, caused by a combination of neuropathy and damage to epidermal appendages from active or past skin infiltration by Mycobacterium leprae bacilli [Dermatology TAG]."
1118964757,Scarring alopecia due to lepromatous leprosy,Scarring alopecia due to diffuse active or past skin infiltration by Mycobacterium leprae bacilli
484707901,Neural leprosy,No definition available
430113349,Mycobacterium leprae dacryoadenitis,"This is a bacterium that causes leprosy (Hansen's disease). It is an intracellular, pleomorphic, acid-fast bacterium. This diagnosis is with inflammation of the lacrimal glands (the tear-producing glands)."
1839818377,Infections due to non-tuberculous mycobacteria,"Any condition caused by an infection with Mycobacteria excluding infections due to Mycobacterium tuberculosis complex and Mycobacterium leprae. These conditions commonly present with lung disease; however, symptoms are dependent on the site of infection. Transmission is by direct contact with non-tuberculous Mycobacteria in the environment. Confirmation is by identification of non-tuberculous Mycobacteria from the affected site(s)."
1798822437,Pulmonary infection due to non-tuberculous mycobacterium,"A condition of the pulmonary system, caused by an infection with the bacteria Mycobacterium (excluding infections due to Mycobacterium tuberculosis and Mycobacterium leprae). This disease is characterised by cough, fever, weight loss, and fatigue. Transmission is by direct contact with Mycobacterium in the environment."
2082736978,Pulmonary infection due to Mycobacterium avium-intracellulare complex,No definition available
1426580201,Pulmonary infection due to Mycobacterium kansasii,No definition available
1959568836,Pulmonary infection due to Mycobacterium xenopi,No definition available
1448048545,Pulmonary infection due to Mycobacterium malmoense,No definition available
882647079,Non-tuberculous mycobacterial lymphadenitis,No definition available
1723965278,Cutaneous non-tuberculous mycobacterial infection,No definition available
2039886632,Mycobacterium marinum infection,"Mycobacterium marinum infection typically presents as a single inflammatory, sometimes ulcerated skin nodule or warty plaque at the site of inoculation. It may then spread proximally with development of secondary nodules along the course of draining lymphatics (sporotrichoid spread). Common sources of infection are tropical fish tanks and swimming-pools [Dermatology TAG]."
1974989140,Mycobacterium ulcerans infection,"Mycobacterium ulcerans infection (Buruli ulcer) typically presents as a subcutaneous nodule which breaks down to form a deep painless ulcer which commonly reaches a size of 15 cm in diameter but may extend further to cause extensive tissue damage. The organism is found in wetlands of tropical and subtropical regions of the world, particularly Africa [Dermatology TAG]."
555058567,Cutaneous Mycobacterium avium-intracellulare infection,No definition available
238495338,Cutaneous Mycobacterium fortuitum infection,"Infection of the skin and subcutaneous tissue with M fortuitum complex mycobacteria (including M fortuitum and M chelonae). The clinical picture varies from cellulitis to nodules, ulcers and extensive subcutaneous necrosis and sinus formation [Bolognia Dermatology 2003]"
1447466670,Cutaneous Mycobacterium kansasii infection,Mycobacterium kansasii infection occurs principally in immunocompromised individuals. Cutaneous infection may present with either localised or disseminated papulonecrotic skin lesions [Dermatology TAG].
625446129,Disseminated non-tuberculous mycobacterial infection,No definition available
1953154909,Disseminated Mycobacterium avium-intracellulare infection,"This is a disseminated, atypical mycobacterial infection which can occur in the later stages of AIDS. It can also affect people who do not have AIDS, and usually first presents as a persistent cough."
1642291965,Gastrointestinal non-tuberculous mycobacterial infection,No definition available
488006938,Non-tuberculous mycobacterial duodenitis,Duodenitis caused by infection caused by several types of mycobacteria other than the germ that causes tuberculosis.
843157001,Non-tuberculous mycobacterial oesophagitis,Oesophagitis caused by infection caused by several types of mycobacteria other than the germ that causes tuberculosis.
612864262,Non-tuberculous mycobacterial gastritis,Gastritis caused by infection caused by several types of mycobacteria other than the germ that causes tuberculosis.
2071977104,Mycobacterium avium-intracellulare gastritis,Gastritis caused by infection with Mycobacterium avium-intracellulare.
1831407213,Gastritis due to other specified non-tuberculous mycobacteria,This includes other specified mycobacterial gastritis other than the germ that causes tuberculosis.
40031813,Non-tuberculous mycobacterial enteritis,Enteritis caused by infection caused by several types of mycobacteria other than the germ that causes tuberculosis.
1486098269,Non-tuberculous mycobacterial colitis,Colitis caused by infection caused by several types of mycobacteria other than the germ that causes tuberculosis.
1939927388,Atypical mycobacterial infection,No definition available
1539889147,Certain staphylococcal or streptococcal diseases,No definition available
871612151,Acute rheumatic fever,"A disease of the connective tissue, caused by an infection with the gram-positive bacteria Streptococcus pyogenes (the disease may also affect the heart, joints, central nervous system, subcutaneous tissues, or skin). This disease is characterised by fever, polyarthritis, carditis, subcutaneous nodules, or erythema marginatum. Transmission is through haematogenous spread to other parts of the body after direct or indirect contact. Confirmation is by electrocardiography, sedimentation rate, or identification of Streptococcus pyogenes in a blood sample."
2058300982,Acute rheumatic fever without mention of heart involvement,No definition available
